"id","date","from","to"
"449.00","1747-08-31","robert-lovelace","john-belford"
"450.00","1747-08-30","john-belford","robert-lovelace"
"451.00","1747-09-01","john-belford","robert-lovelace"
"452.00","1747-09-01","john-belford","robert-lovelace"
"453.00","1747-09-01","robert-lovelace","john-belford"
"454.00","1747-09-02","john-belford","robert-lovelace"
"455.00","1747-08-29","annabella-howe","clarissa-harlowe"
"456.00","1747-08-31","annabella-howe","clarissa-harlowe"
"457.00","1747-09-03","john-belford","robert-lovelace"
"458.00","1747-09-02","clarissa-harlowe","annabella-howe"
"459.00","1747-08-31","judith-norton","clarissa-harlowe"
"460.00","1747-09-04","john-belford","robert-lovelace"
"461.00","1747-09-04",,"james-harlowe"
"462.00","1747-09-04","john-belford","william-morden"
"463.00","1747-09-04","robert-lovelace","john-belford"
"464.00","1747-09-09","john-belford","robert-lovelace"
"465.00",,"clarissa-harlowe","judith-norton"
"466.00","1747-09-06","robert-lovelace","john-belford"
"467.00","1747-09-05","john-belford","robert-lovelace"
"468.00","1747-09-02","elias-brand","john-walton"
"469.00","1747-09-02","elias-brand","john-harlowe"
"470.00","1747-09-06","robert-lovelace","john-belford"
"471.00","1747-09-06","john-belford","robert-lovelace"
"472.00",,"robert-lovelace","john-belford"
"473.00",,"john-belford","robert-lovelace"
"473.01","1747-09-05","annabella-howe",
"473.02","1747-09-06","clarissa-harlowe",
"474.00","1747-09-06",,
"475.00","1747-09-07",,
"476.00","1747-09-07",,
"477.00","1747-09-07","john-belford","richard-mowbray"
"478.00","1747-09-07","robert-lovelace","john-belford"
"479.00","1747-09-07","john-belford","robert-lovelace"
"480.00","1747-09-07","richard-mowbray","john-belford"
"481.00","1747-09-07","john-belford","robert-lovelace"
"482.00","1747-09-08","john-belford","robert-lovelace"
"483.00","1747-09-06","judith-norton","clarissa-harlowe"
"484.00","1747-09-06","arabella-harlowe","clarissa-harlowe"
"485.00","1747-09-06","john-harlowe","clarissa-harlowe"
"486.00","1747-09-08","john-belford","robert-lovelace"
"486.01","1747-09-03","clarissa-harlowe",
"486.02",,"william-morden",
"487.00","1747-09-09","john-belford","robert-lovelace"
"488.00",,"clarissa-harlowe",
"489.00",,"clarissa-harlowe",
"490.00",,"clarissa-harlowe",
"491.00",,"clarissa-harlowe","arabella-harlowe"
"492.00",,"clarissa-harlowe",
"493.00","1747-09-09","john-belford","robert-lovelace"
"494.00","1747-09-09","john-belford","robert-lovelace"
"494.01","1747-09-09","james-hawlowe",
"495.00","1747-09-10","john-belford","robert-lovelace"
"496.00","1747-09-10","richard-mowbray","john-belford"
"497.00","1747-09-09","robert-lovelace","john-belford"
"498.00","1747-09-10","john-belford","richard-mowbray"
"499.00","1747-09-10","john-belford","robert-lovelace"
"500.00","1747-09-10","william-morden","john-belford"
"501.00","1747-09-11","william-morden",
"502.00","1747-09-11","william-morden",
"503.00","1747-09-12","william-morden",
"504.00","1747-09-14","william-morden",
"505.00","1747-09-16","john-belford","william-morden"
"506.00","1747-09-15","james-hawlowe","john-belford"
"507.00","1747-09-16","john-belford","james-harlowe"
"508.00","1747-09-16","william-morden","john-belford"
"509.00","1747-09-14","john-belford",
"510.00","1747-09-15","charlotte-montague","robert-lovelace"
"511.00","1747-09-14","robert-lovelace","john-belford"
"512.00","1747-09-20","robert-lovelace","john-belford"
"513.00",,"robert-lovelace","john-belford"
"514.00","1747-09-22","john-belford","robert-lovelace"
"515.00","1747-09-26","robert-lovelace","john-belford"
"516.00",,"robert-lovelace","john-belford"
"517.00","1747-09-21","john-belford",
"518.00",,"clarissa-harlowe","william-morden"
"519.00","1747-09-23","william-morden","john-belford"
"520.00","1747-09-26","william-morden","john-belford"
"521.00","1747-09-28","john-belford","annabella-howe"
"522.00","1747-09-30","annabella-howe","john-belford"
"523.00","1747-10-02","annabella-howe","john-belford"
"524.00","1747-10-05","john-belford","annabella-howe"
"525.00","1747-09-29","lord-montague","john-belford"
"526.00","1747-10-03","john-belford","lord-montague"
"527.00","1747-10-04","john-belford","lord-montague"
"528.00","1747-10-05","john-belford","lord-montague"
"529.00","1747-10-12","annabella-howe","john-belford"
"530.00","1747-10-14","robert-lovelace","john-belford"
"531.00","1747-10-25","john-belford","robert-lovelace"
"532.00","1747-10-16","robert-lovelace","john-belford"
"533.00","1747-10-26","john-belford","robert-lovelace"
"534.00","1747-11-11","robert-lovelace","john-belford"
"535.00","1747-11-28","robert-lovelace","john-belford"
"535.01","1747-11-21","william-morden",
"535.02","1747-11-25","robert-lovelace",
"536.00","1747-12-03","robert-lovelace","john-belford"
"537.00","1747-12-18",,
